Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2024-06-04,Scanner,Office Supplies,North,1,1694.87,304.71
2025-01-18,Laptop,Technology,South,3,4611.8,788.44
2023-11-08,Monitor,Technology,South,2,1615.02,209.87
2025-02-08,Tablet,Technology,North,4,229.7,28.78
2026-01-16,Tablet,Technology,North,8,2692.52,557.05
2026-04-29,Keyboard,Technology,South,7,4551.32,453.38
2025-07-27,Headphone,Technology,West,3,1794.73,407.94
2024-10-28,Laptop,Technology,West,4,3044.57,294.17
2024-10-02,Scanner,Office Supplies,East,4,726.32,104.14
2024-08-21,Mouse,Technology,West,4,826.96,72.52
2026-02-07,Headphone,Technology,South,1,1031.51,186.24
2025-11-27,Printer,Office Supplies,South,6,1881.59,316.9
2025-08-16,Mouse,Technology,North,9,733.09,114.22
2024-11-03,Scanner,Office Supplies,North,1,4862.77,813.96
2023-06-22,Speaker,Technology,South,7,4883.0,299.77
2024-04-06,Headphone,Technology,South,4,2539.39,736.17
2024-04-15,Tablet,Technology,North,3,289.01,15.47
2025-07-14,Tablet,Technology,South,9,588.91,124.38
2023-07-18,Speaker,Technology,North,8,3197.39,306.06
2025-03-26,Tablet,Technology,East,7,4622.91,1111.86
2025-12-22,Phone,Technology,East,3,1081.49,173.75
2026-03-13,Keyboard,Technology,South,3,1128.12,329.94
2024-12-13,Keyboard,Technology,North,2,4766.19,1334.11
2025-06-21,Headphone,Technology,East,9,1530.98,458.2
2025-08-18,Headphone,Technology,South,3,855.99,217.35
2024-03-11,Scanner,Office Supplies,East,4,2084.63,300.72
2023-09-11,Scanner,Office Supplies,South,8,3314.84,911.76
2025-05-29,Mouse,Technology,North,5,426.68,90.43
2025-04-04,Tablet,Technology,North,4,3450.0,596.66
2024-10-06,Laptop,Technology,East,2,2479.28,319.37
2023-11-13,Speaker,Technology,North,4,1687.4,90.09
2023-11-23,Tablet,Technology,East,7,955.12,205.61
2023-11-28,Mouse,Technology,East,7,2897.46,666.48
2024-11-19,Monitor,Technology,West,1,1637.77,195.24
2024-02-25,Scanner,Office Supplies,South,2,1660.26,319.05
2025-11-13,Scanner,Office Supplies,East,2,523.74,154.16
2025-08-22,Monitor,Technology,East,6,2874.51,803.65
2025-01-01,Tablet,Technology,North,10,1430.93,275.3
2024-01-27,Tablet,Technology,East,8,3002.88,308.94
2024-12-06,Speaker,Technology,North,8,2533.59,636.47
2024-03-24,Laptop,Technology,South,7,4074.9,222.25
2023-09-17,Keyboard,Technology,West,2,3366.65,228.19
2024-10-31,Keyboard,Technology,East,2,3671.92,266.04
2025-08-05,Mouse,Technology,West,10,2900.71,690.29
2025-05-31,Tablet,Technology,West,7,2367.51,453.69
2026-02-24,Laptop,Technology,South,2,2875.33,519.87
2025-11-04,Keyboard,Technology,South,2,2189.18,598.3
2023-09-23,Headphone,Technology,West,7,4926.94,474.68
2025-08-30,Laptop,Technology,West,9,2355.87,317.52
2024-06-03,Tablet,Technology,South,10,1826.84,475.28
2023-08-07,Printer,Office Supplies,West,6,1094.77,219.67
2024-07-24,Printer,Office Supplies,East,3,1023.04,295.1
2025-03-05,Mouse,Technology,North,10,710.98,43.67
2025-07-19,Monitor,Technology,East,8,1824.67,101.96
2025-07-31,Tablet,Technology,West,5,1434.21,173.1
2025-08-10,Phone,Technology,South,7,133.75,8.36
2023-11-24,Speaker,Technology,West,8,2374.91,300.53
2024-10-26,Tablet,Technology,West,5,1558.94,252.48
2025-03-28,Monitor,Technology,East,7,2156.97,216.4
2024-01-21,Laptop,Technology,North,7,1358.96,180.27
2025-07-02,Mouse,Technology,West,4,1829.72,411.24
2025-11-03,Laptop,Technology,East,10,2985.43,437.46
2025-06-08,Tablet,Technology,West,2,3120.65,907.24
2024-01-03,Monitor,Technology,East,3,4425.39,846.83
2024-03-25,Headphone,Technology,South,1,3510.13,370.97
2024-12-12,Scanner,Office Supplies,South,6,3008.47,691.21
2024-06-27,Scanner,Office Supplies,West,7,639.6,116.57
2025-05-11,Mouse,Technology,North,6,2190.18,238.06
2025-06-03,Headphone,Technology,East,10,1520.91,275.48
2025-10-23,Tablet,Technology,West,4,1808.54,217.79
2023-11-15,Printer,Office Supplies,East,4,4864.64,1159.88
2025-08-24,Printer,Office Supplies,East,10,3574.28,880.67
2024-06-28,Monitor,Technology,South,10,2038.06,574.73
2025-12-04,Mouse,Technology,East,5,4185.54,1197.85
2023-11-09,Headphone,Technology,East,7,2309.36,246.19
2024-10-05,Printer,Office Supplies,South,3,184.16,44.16
2024-01-19,Mouse,Technology,West,3,333.95,44.1
2025-11-08,Headphone,Technology,South,10,3642.46,840.99
2025-12-16,Speaker,Technology,East,2,3248.47,878.98
2023-12-08,Mouse,Technology,West,3,872.7,254.68
2024-07-05,Laptop,Technology,West,1,3487.23,274.74
2024-05-18,Phone,Technology,East,4,1701.44,467.57
2024-04-11,Printer,Office Supplies,East,6,3188.46,784.66
2025-11-17,Phone,Technology,South,1,4021.73,333.71
2026-01-20,Mouse,Technology,West,5,149.79,18.79
2026-04-26,Tablet,Technology,South,10,4651.61,405.13
2025-03-30,Laptop,Technology,East,2,4132.51,352.75
2024-05-01,Keyboard,Technology,West,6,3916.05,395.56
2025-06-03,Tablet,Technology,West,4,4335.16,789.83
2024-02-22,Scanner,Office Supplies,West,1,2953.52,611.38
2025-05-14,Speaker,Technology,North,10,4705.61,1377.39
2023-09-01,Headphone,Technology,East,9,1170.16,78.63
2025-10-17,Printer,Office Supplies,West,7,1026.85,229.95
2023-08-26,Mouse,Technology,East,1,514.75,54.41
2023-11-19,Mouse,Technology,West,3,1553.45,148.96
2024-04-09,Keyboard,Technology,East,8,264.08,29.62
2024-05-07,Printer,Office Supplies,North,1,997.25,151.23
2025-01-28,Printer,Office Supplies,West,9,1236.75,201.21
2023-11-15,Tablet,Technology,North,1,3929.01,727.13
2024-08-31,Speaker,Technology,East,3,3978.2,1182.1
2023-11-15,Headphone,Technology,North,3,4315.74,627.32
2024-04-23,Monitor,Technology,West,5,3268.5,957.9
2024-02-23,Monitor,Technology,North,5,2382.5,231.3
2023-08-07,Mouse,Technology,South,9,4223.21,272.87
2026-01-13,Scanner,Office Supplies,East,7,4741.52,430.73
2023-07-19,Tablet,Technology,East,3,1757.87,284.98
2024-06-04,Mouse,Technology,South,10,1085.11,195.4
2024-09-21,Mouse,Technology,East,7,145.66,7.87
2026-01-22,Headphone,Technology,North,4,4958.38,515.08
2024-03-23,Laptop,Technology,West,8,1175.35,133.3
2023-12-21,Monitor,Technology,West,8,3696.91,298.39
2024-07-29,Scanner,Office Supplies,West,3,4670.79,246.04
2023-06-10,Phone,Technology,East,4,3087.4,422.49
2024-12-11,Laptop,Technology,South,1,950.45,200.01
2024-12-23,Monitor,Technology,South,10,4713.65,439.6
2025-05-26,Speaker,Technology,South,4,3870.95,983.28
2026-04-13,Laptop,Technology,South,1,1162.25,266.37
2024-02-17,Keyboard,Technology,North,2,2746.9,452.18
2023-07-24,Phone,Technology,South,5,3616.73,1046.69
2024-10-04,Laptop,Technology,West,5,4417.29,285.46
2025-02-08,Speaker,Technology,North,8,2366.59,577.56
2025-07-05,Phone,Technology,North,10,1673.46,192.64
2024-08-29,Headphone,Technology,East,1,4685.0,448.44
2023-12-26,Tablet,Technology,West,3,1862.83,345.38
2024-05-25,Phone,Technology,North,3,3181.72,429.12
2025-06-24,Keyboard,Technology,East,7,1651.62,99.14
2024-07-10,Tablet,Technology,East,9,3815.42,459.52
2025-09-12,Keyboard,Technology,South,8,4741.06,812.46
2023-08-19,Headphone,Technology,South,2,3870.16,267.34
2024-06-26,Keyboard,Technology,North,9,514.23,151.61
2025-09-20,Phone,Technology,East,9,4833.45,292.38
2026-03-14,Tablet,Technology,North,2,4055.98,955.94
2025-11-16,Phone,Technology,West,5,4289.78,1139.96
2025-10-26,Laptop,Technology,South,6,4009.89,1135.33
2025-04-20,Monitor,Technology,East,6,2980.01,610.47
2025-12-01,Keyboard,Technology,North,8,3031.07,708.68
2024-10-31,Monitor,Technology,West,7,946.05,80.91
2023-07-06,Printer,Office Supplies,South,3,1323.89,250.73
2025-04-27,Laptop,Technology,South,2,1867.51,228.43
2024-07-03,Tablet,Technology,East,10,963.12,211.68
2024-03-17,Tablet,Technology,South,1,4264.99,418.35
2025-01-06,Speaker,Technology,East,5,4100.62,412.48
2025-10-31,Printer,Office Supplies,North,5,2269.81,626.95
2024-08-02,Speaker,Technology,East,1,4219.03,737.38
2024-05-14,Printer,Office Supplies,North,6,2376.66,596.8
2024-09-12,Headphone,Technology,East,2,3447.27,832.48
2023-10-21,Headphone,Technology,West,8,3853.83,494.47
2023-11-23,Printer,Office Supplies,West,7,3157.18,871.2
2025-03-14,Mouse,Technology,East,7,883.8,238.11
2025-04-21,Mouse,Technology,West,8,1413.24,230.48
2023-11-07,Scanner,Office Supplies,East,10,3994.47,359.52
2024-03-02,Keyboard,Technology,West,6,185.93,13.04
2026-03-05,Speaker,Technology,South,1,510.2,128.76
2025-10-21,Scanner,Office Supplies,South,10,2906.25,819.16
2024-11-10,Printer,Office Supplies,West,4,673.43,87.98
2024-12-11,Laptop,Technology,West,4,843.01,109.12
2025-10-26,Tablet,Technology,South,7,1297.38,281.65
2025-01-11,Keyboard,Technology,South,1,4150.67,957.48
2023-11-07,Tablet,Technology,East,10,1947.22,260.55
2025-11-28,Speaker,Technology,East,2,232.63,50.53
2025-06-26,Mouse,Technology,North,1,1103.34,84.67
2026-04-19,Printer,Office Supplies,South,3,2912.09,765.64
2025-03-08,Monitor,Technology,South,2,4112.72,291.7
2024-06-22,Keyboard,Technology,East,9,3932.34,562.44
2025-05-12,Monitor,Technology,West,9,3585.02,661.73
2024-04-07,Tablet,Technology,East,1,2725.35,811.77
2025-04-26,Monitor,Technology,East,5,3841.52,297.46
2025-08-20,Speaker,Technology,East,3,2732.45,402.67
2025-11-13,Laptop,Technology,West,8,308.64,45.39
2026-05-29,Speaker,Technology,East,7,2454.16,633.12
2025-01-07,Tablet,Technology,East,2,1480.67,396.16
2026-01-17,Headphone,Technology,East,3,2233.19,183.85
2025-08-05,Monitor,Technology,West,3,3091.52,707.08
2025-07-06,Keyboard,Technology,East,2,468.01,44.81
2024-11-30,Laptop,Technology,South,2,1493.18,303.02
2023-08-13,Printer,Office Supplies,North,2,3690.42,1049.61
2024-07-01,Phone,Technology,West,10,4327.23,699.4
2024-07-19,Headphone,Technology,North,3,3010.9,611.94
2025-07-16,Speaker,Technology,North,1,3521.71,273.72
2024-09-14,Mouse,Technology,North,3,4388.4,682.67
2023-06-16,Laptop,Technology,South,3,405.7,55.56
2025-03-03,Speaker,Technology,South,2,1749.64,325.42
2026-04-17,Laptop,Technology,South,5,1676.65,103.29
2024-03-14,Mouse,Technology,North,6,4442.85,1220.83
2024-06-27,Speaker,Technology,South,10,3476.65,977.73
2024-11-08,Headphone,Technology,West,3,405.99,66.09
2024-11-02,Phone,Technology,South,3,3805.8,1078.53
2024-04-26,Speaker,Technology,West,4,4965.42,504.99
2026-01-08,Mouse,Technology,North,9,4091.33,621.38
2025-01-03,Scanner,Office Supplies,West,3,3211.5,869.73
2025-05-04,Tablet,Technology,East,2,2328.89,260.74
2025-10-29,Laptop,Technology,South,4,4868.42,474.52
2026-05-29,Mouse,Technology,South,6,3612.79,318.25
2023-07-29,Keyboard,Technology,North,9,2359.32,471.92
2024-11-10,Phone,Technology,North,7,1694.3,481.98
2024-04-06,Phone,Technology,North,7,2515.74,185.52
2024-03-29,Scanner,Office Supplies,North,5,4145.06,380.36
2023-11-12,Mouse,Technology,West,10,3874.59,795.42
2025-03-22,Phone,Technology,North,6,4786.96,379.1
2023-11-18,Headphone,Technology,South,9,2153.1,566.93
2023-07-24,Printer,Office Supplies,North,3,1814.72,316.43
2024-02-02,Tablet,Technology,West,9,1946.66,436.02
2025-12-19,Tablet,Technology,East,10,3842.22,779.62
2026-05-06,Monitor,Technology,East,10,777.99,126.08
2025-01-28,Speaker,Technology,South,6,3006.57,820.12
2024-11-19,Scanner,Office Supplies,West,1,1195.23,141.28
2025-01-11,Phone,Technology,North,8,3717.05,1009.73
2023-12-31,Printer,Office Supplies,West,7,3174.27,271.97
2025-01-09,Headphone,Technology,West,10,4943.47,623.51
2024-04-18,Headphone,Technology,North,9,2042.15,113.13
2023-08-06,Headphone,Technology,West,5,2340.69,518.46
2024-12-04,Speaker,Technology,East,7,1824.52,373.03
2024-05-01,Printer,Office Supplies,East,2,468.81,83.1
2023-10-23,Tablet,Technology,West,9,2364.01,288.99
2025-03-22,Scanner,Office Supplies,North,7,1110.66,259.08
2023-10-31,Printer,Office Supplies,East,5,3904.39,716.17
2023-12-17,Scanner,Office Supplies,West,1,148.39,29.86
2025-08-27,Scanner,Office Supplies,North,3,4827.78,384.13
2025-03-26,Tablet,Technology,West,7,783.75,129.06
2024-01-09,Printer,Office Supplies,North,9,2809.1,773.72
2023-11-09,Keyboard,Technology,East,9,1425.74,368.4
2024-08-29,Monitor,Technology,South,1,3873.84,194.22
2026-01-11,Scanner,Office Supplies,South,10,2464.09,533.94
2024-01-05,Headphone,Technology,North,9,3710.78,428.51
2024-06-26,Scanner,Office Supplies,North,3,2138.37,569.6
2024-12-23,Phone,Technology,North,1,3962.68,1104.79
2023-11-04,Mouse,Technology,West,7,325.03,44.28
2025-01-04,Monitor,Technology,East,4,3001.65,802.52
2025-02-09,Laptop,Technology,West,5,4564.69,1312.71
2024-06-21,Monitor,Technology,South,8,2833.99,685.3
2025-06-10,Speaker,Technology,East,7,3358.34,921.19
2025-03-18,Phone,Technology,West,1,2890.46,507.75
2025-12-29,Monitor,Technology,North,1,2701.02,244.44
2026-04-21,Monitor,Technology,East,2,3192.01,322.43
2025-10-24,Laptop,Technology,East,5,1231.54,344.5
2023-07-24,Keyboard,Technology,West,8,3047.12,867.01
2025-08-03,Printer,Office Supplies,West,6,3359.8,969.88
2023-11-18,Keyboard,Technology,South,3,1574.33,93.92
2026-03-08,Monitor,Technology,West,8,1685.68,229.33
2026-01-12,Keyboard,Technology,South,3,1645.59,257.32
2024-01-02,Keyboard,Technology,South,4,711.93,37.01
2025-08-27,Printer,Office Supplies,West,5,2253.93,129.26
2024-12-02,Phone,Technology,East,6,4513.76,568.25
2026-05-10,Scanner,Office Supplies,East,3,3026.71,605.93
2026-01-18,Monitor,Technology,South,6,4255.71,1082.85
2025-05-05,Laptop,Technology,South,5,2496.58,175.91
2024-03-26,Scanner,Office Supplies,South,10,3670.41,383.71
2026-04-05,Laptop,Technology,South,3,116.29,13.06
2024-10-02,Monitor,Technology,West,4,4659.54,312.18
2023-10-24,Keyboard,Technology,South,7,3203.21,531.18
2026-01-29,Printer,Office Supplies,South,10,2726.75,508.25
2024-09-18,Scanner,Office Supplies,East,9,2822.86,643.87
2024-11-24,Scanner,Office Supplies,East,3,937.75,183.91
2026-05-10,Scanner,Office Supplies,North,7,785.72,208.06
2026-04-29,Monitor,Technology,East,10,4889.74,645.07
2026-03-23,Monitor,Technology,North,9,2298.27,146.36
2025-02-27,Laptop,Technology,East,8,1880.04,375.67
2024-02-27,Phone,Technology,East,4,1605.56,269.58
2023-06-08,Scanner,Office Supplies,East,2,3884.65,483.21
2023-09-02,Phone,Technology,West,4,683.5,133.38
2025-01-24,Printer,Office Supplies,South,1,1517.99,417.94
2026-06-07,Scanner,Office Supplies,North,4,1233.7,219.15
2025-01-16,Mouse,Technology,North,2,711.58,74.32
2025-12-22,Mouse,Technology,South,7,1274.27,268.97
2025-12-20,Laptop,Technology,South,9,2613.6,461.32
2024-07-06,Monitor,Technology,West,4,1827.87,170.95
2024-01-16,Laptop,Technology,South,6,1497.68,282.63
2025-12-27,Monitor,Technology,East,7,1635.96,131.79
2024-10-25,Scanner,Office Supplies,East,4,4175.49,430.81
2023-06-24,Phone,Technology,North,2,4079.62,1003.84
2024-07-17,Speaker,Technology,West,8,2866.17,220.25
2024-11-27,Mouse,Technology,West,2,1533.43,409.95
2025-10-11,Phone,Technology,South,10,2269.2,328.41
2025-10-05,Tablet,Technology,East,4,2985.37,198.01
2024-08-11,Mouse,Technology,East,7,4086.8,343.85
2024-02-23,Tablet,Technology,North,10,1383.77,382.62
2024-10-01,Headphone,Technology,North,2,2918.07,722.44
2025-12-25,Laptop,Technology,West,4,2708.1,510.55
2024-07-20,Headphone,Technology,East,3,183.11,50.63
2023-06-16,Monitor,Technology,West,9,3550.93,657.19
2025-08-01,Printer,Office Supplies,East,7,4532.55,419.49
2024-06-28,Printer,Office Supplies,East,10,3707.0,662.26
2023-06-14,Headphone,Technology,West,3,3648.57,714.06
2023-08-19,Speaker,Technology,West,6,4563.11,651.31
2025-04-02,Headphone,Technology,North,10,1807.79,325.36
2025-04-11,Laptop,Technology,West,9,977.84,66.36
2025-06-12,Headphone,Technology,North,3,3335.63,719.31
2025-04-15,Printer,Office Supplies,West,2,2691.2,260.73
2023-06-21,Phone,Technology,East,5,170.5,22.51
2023-09-03,Scanner,Office Supplies,South,7,4073.34,1008.06
2023-06-11,Phone,Technology,West,9,3826.69,344.28
2025-12-15,Monitor,Technology,North,4,506.7,117.32
2025-08-01,Speaker,Technology,North,2,2563.61,610.13
2026-01-19,Headphone,Technology,West,9,1304.23,386.73
2024-12-05,Monitor,Technology,North,1,1448.0,404.15
2023-12-02,Headphone,Technology,South,2,3317.79,884.58
2025-01-30,Phone,Technology,East,3,2393.25,147.78
2025-09-25,Speaker,Technology,South,4,4321.07,1214.88
2025-05-15,Scanner,Office Supplies,East,9,538.21,138.46
2024-02-17,Speaker,Technology,West,1,3779.2,901.85
2025-07-20,Scanner,Office Supplies,North,2,1056.28,230.62
2023-09-03,Monitor,Technology,North,1,2920.8,720.9
2025-06-14,Mouse,Technology,West,5,4796.78,878.58
2025-09-03,Keyboard,Technology,North,4,3266.96,420.74
2023-09-08,Tablet,Technology,East,9,307.09,19.89
2025-06-22,Monitor,Technology,North,5,4292.37,984.22
2025-03-26,Scanner,Office Supplies,South,8,398.88,33.47
2025-08-17,Mouse,Technology,West,4,2062.26,570.1
2024-09-19,Tablet,Technology,West,2,3811.88,323.88
2024-01-28,Mouse,Technology,West,10,3482.01,617.76
2023-06-30,Mouse,Technology,North,1,1124.03,124.2
2024-03-09,Scanner,Office Supplies,West,2,2768.31,813.49
2026-02-22,Scanner,Office Supplies,South,2,3201.06,393.65
2025-05-08,Scanner,Office Supplies,South,10,4317.79,1101.48
2026-01-23,Phone,Technology,North,2,2883.69,401.6
2025-05-19,Tablet,Technology,North,3,1521.87,225.57
2026-01-05,Speaker,Technology,South,8,4563.97,766.22
2025-04-01,Laptop,Technology,West,7,4290.78,798.84
2025-10-19,Tablet,Technology,East,3,122.96,34.25
2024-04-01,Speaker,Technology,East,2,502.81,126.61
2023-12-02,Tablet,Technology,West,6,475.06,129.85
2023-09-17,Mouse,Technology,East,7,1740.33,466.49
2026-02-11,Printer,Office Supplies,North,1,309.98,44.43
2025-04-03,Mouse,Technology,South,8,3379.47,631.0
2023-11-17,Mouse,Technology,West,4,140.54,12.04
2025-04-14,Tablet,Technology,North,5,758.17,200.39
2024-06-13,Printer,Office Supplies,South,10,3414.52,557.67
2025-06-18,Scanner,Office Supplies,West,10,3991.81,1124.26
2025-07-04,Laptop,Technology,North,10,2150.11,323.66
2025-03-14,Keyboard,Technology,East,10,948.35,174.63
2024-08-16,Speaker,Technology,East,6,2326.29,273.12
2023-08-05,Monitor,Technology,East,9,4292.83,469.13
2025-11-12,Phone,Technology,West,5,765.35,132.21
2025-01-04,Mouse,Technology,North,2,204.24,59.63
2023-08-07,Tablet,Technology,North,4,4211.8,1074.81
2026-03-01,Printer,Office Supplies,North,9,4740.84,937.08
2023-07-20,Phone,Technology,East,9,1107.18,185.42
2025-07-11,Mouse,Technology,East,8,3688.26,382.15
2025-03-05,Phone,Technology,South,1,168.23,18.97
2026-03-07,Headphone,Technology,East,4,161.04,44.82
2026-05-15,Speaker,Technology,North,3,4146.93,1112.77
2024-01-11,Speaker,Technology,East,3,725.81,60.47
2025-12-20,Laptop,Technology,South,4,4626.77,309.79
2024-01-28,Monitor,Technology,East,8,3094.94,715.06
2025-03-03,Phone,Technology,East,2,756.36,88.59
2025-03-12,Laptop,Technology,East,2,377.33,83.97
2024-05-25,Headphone,Technology,South,9,1153.95,135.8
2025-05-22,Monitor,Technology,East,2,391.54,66.83
2025-02-25,Keyboard,Technology,West,1,806.57,96.19
2023-10-24,Headphone,Technology,South,7,3677.93,696.99
2025-09-23,Printer,Office Supplies,South,3,4341.2,840.39
2023-12-21,Keyboard,Technology,East,3,1928.65,574.67
2024-05-18,Keyboard,Technology,South,3,1519.1,176.6
2023-07-09,Tablet,Technology,North,1,588.43,107.91
2025-08-09,Mouse,Technology,North,7,1596.85,289.76
2025-07-03,Mouse,Technology,West,8,346.28,18.35
2025-03-04,Keyboard,Technology,North,1,374.84,105.89
2023-08-25,Headphone,Technology,West,7,1742.58,432.34
2024-10-06,Keyboard,Technology,West,9,443.38,62.12
2024-01-22,Headphone,Technology,West,10,252.77,34.06
2024-10-12,Scanner,Office Supplies,South,3,247.12,18.27
2025-08-17,Scanner,Office Supplies,North,1,4781.04,912.09
2025-09-30,Phone,Technology,South,1,1159.32,191.72
2023-10-06,Phone,Technology,South,9,941.16,69.06
2024-05-15,Tablet,Technology,West,2,2875.22,678.01
2025-10-03,Tablet,Technology,North,5,2528.51,243.77
2024-12-05,Scanner,Office Supplies,East,7,4363.68,992.68
2025-02-05,Monitor,Technology,South,9,4994.09,388.24
2026-02-19,Monitor,Technology,East,5,2422.41,124.93
2023-11-25,Mouse,Technology,South,4,2094.61,619.61
2024-01-27,Printer,Office Supplies,South,3,1536.37,378.91
2026-05-11,Scanner,Office Supplies,North,3,806.7,171.01
2023-11-22,Scanner,Office Supplies,East,2,987.31,274.32
2025-04-27,Keyboard,Technology,North,10,4776.31,1330.04
2023-11-21,Printer,Office Supplies,West,3,1594.95,408.03
2026-06-06,Tablet,Technology,South,7,3123.42,318.78
2023-12-27,Scanner,Office Supplies,South,8,1647.45,174.9
2025-01-19,Tablet,Technology,East,9,486.62,80.98
2025-05-08,Laptop,Technology,East,6,4855.51,1064.73
2026-03-28,Scanner,Office Supplies,West,1,2963.3,408.01
2024-08-07,Keyboard,Technology,North,6,618.27,119.79
2024-10-21,Speaker,Technology,South,7,2949.07,767.93
2024-08-10,Speaker,Technology,East,10,4416.13,1317.52
2024-04-17,Speaker,Technology,West,9,4435.99,504.93
2025-03-03,Tablet,Technology,North,1,721.82,119.75
2025-06-18,Speaker,Technology,East,1,2675.04,342.38
2025-11-05,Speaker,Technology,North,10,3771.09,601.79
2023-12-31,Monitor,Technology,South,2,2902.25,501.14
2025-07-06,Tablet,Technology,South,7,1573.8,98.5
2025-05-28,Headphone,Technology,South,6,4813.54,993.19
2025-11-20,Mouse,Technology,West,5,1465.15,171.79
2025-04-12,Phone,Technology,South,2,4728.29,282.6
2025-10-06,Mouse,Technology,East,5,2913.01,530.01
2024-09-22,Tablet,Technology,North,3,1018.71,232.88
2024-07-08,Monitor,Technology,West,3,4989.57,498.09
2024-12-28,Laptop,Technology,South,4,1860.47,245.98
2024-05-25,Laptop,Technology,West,4,398.7,21.75
2025-12-23,Printer,Office Supplies,West,4,3744.51,1117.8
2024-02-02,Headphone,Technology,North,2,645.03,33.03
2023-08-08,Printer,Office Supplies,North,10,683.64,170.62
2026-03-21,Monitor,Technology,South,4,1983.97,472.67
2025-08-29,Keyboard,Technology,West,10,3459.0,347.23
2025-08-21,Speaker,Technology,West,10,4730.85,919.17
2024-02-08,Laptop,Technology,East,5,2002.2,371.3
2026-03-17,Speaker,Technology,West,8,4946.06,1423.17
2025-03-20,Printer,Office Supplies,North,10,2003.69,120.54
2024-12-18,Headphone,Technology,South,7,2623.74,580.04
2025-02-14,Monitor,Technology,South,8,4462.56,1029.75
2024-04-15,Monitor,Technology,North,6,4654.89,841.83
2025-01-22,Monitor,Technology,East,5,3344.55,631.53
2024-02-14,Scanner,Office Supplies,East,3,2556.12,612.98
2025-03-02,Laptop,Technology,North,2,1026.65,118.01
2025-10-11,Scanner,Office Supplies,East,7,1096.92,263.98
2024-11-06,Tablet,Technology,East,5,246.86,32.19
2025-12-10,Headphone,Technology,West,7,4463.8,528.22
2024-01-06,Phone,Technology,North,9,826.52,52.42
2023-06-11,Keyboard,Technology,North,3,1408.28,297.13
2024-09-06,Speaker,Technology,South,3,4560.22,1013.19
2024-05-20,Mouse,Technology,East,1,2615.36,520.76
2026-04-11,Keyboard,Technology,North,9,4808.76,710.59
2026-05-17,Scanner,Office Supplies,East,6,2553.91,172.41
2023-10-17,Keyboard,Technology,East,4,2391.09,591.6
2023-08-28,Tablet,Technology,South,6,1626.71,468.1
2026-01-09,Phone,Technology,South,10,185.24,22.91
2024-08-07,Monitor,Technology,South,9,4963.2,943.02
2025-07-26,Scanner,Office Supplies,West,2,625.2,49.42
2023-10-25,Keyboard,Technology,East,10,3952.88,1160.72
2025-04-22,Laptop,Technology,West,2,1505.64,401.36
2026-03-28,Laptop,Technology,South,1,398.08,79.78
2024-08-03,Printer,Office Supplies,North,3,2189.71,122.37
2025-06-21,Speaker,Technology,North,1,1287.28,110.49
2024-01-04,Monitor,Technology,South,4,3644.69,861.64
2023-10-29,Keyboard,Technology,West,2,2882.21,857.61
2024-10-10,Scanner,Office Supplies,East,9,538.9,30.9
2024-05-11,Scanner,Office Supplies,West,6,156.49,36.6
2024-12-08,Mouse,Technology,East,5,4783.03,1162.16
2024-12-14,Tablet,Technology,East,3,3654.49,1069.53
2024-02-12,Keyboard,Technology,South,5,4894.5,757.38
2023-10-06,Tablet,Technology,North,6,4143.57,233.23
2026-02-18,Mouse,Technology,South,5,133.53,23.34
2024-05-09,Phone,Technology,East,9,4242.19,487.29
2026-03-15,Tablet,Technology,South,3,507.06,152.01
2025-10-18,Scanner,Office Supplies,South,8,3808.63,904.03
2024-04-17,Keyboard,Technology,West,7,2031.78,602.86
2025-04-01,Tablet,Technology,West,3,4681.24,1324.65
2026-05-31,Keyboard,Technology,West,7,1452.7,100.45
2025-08-08,Speaker,Technology,East,10,2265.79,598.32
2024-08-12,Printer,Office Supplies,South,10,2419.19,622.86
2025-04-20,Laptop,Technology,North,7,3231.65,453.73
2024-09-22,Monitor,Technology,West,5,4050.75,509.69
2025-01-12,Keyboard,Technology,East,4,715.21,91.76
2025-07-17,Printer,Office Supplies,West,9,362.87,84.01
2024-10-08,Keyboard,Technology,East,7,4742.62,415.95
2026-04-07,Printer,Office Supplies,South,6,3062.55,728.28
2025-06-24,Printer,Office Supplies,West,5,2916.68,271.3
2024-10-25,Printer,Office Supplies,North,2,3249.81,233.94
2025-08-14,Headphone,Technology,North,9,2515.98,248.81
2023-12-11,Keyboard,Technology,West,4,2371.64,120.08
2024-09-18,Printer,Office Supplies,East,9,1204.2,264.07
2024-02-19,Speaker,Technology,East,10,4050.83,935.76
2026-02-08,Tablet,Technology,West,5,2730.52,814.43
2023-06-28,Laptop,Technology,North,1,1801.85,134.39
2025-11-04,Keyboard,Technology,East,5,546.43,138.68
2023-12-03,Mouse,Technology,South,4,3316.91,397.17
2025-08-22,Laptop,Technology,East,10,680.47,102.32
2026-04-02,Speaker,Technology,South,8,2177.03,557.21
2026-05-31,Keyboard,Technology,West,1,592.35,137.72
2025-10-02,Laptop,Technology,South,2,1092.92,71.72
2025-07-21,Headphone,Technology,North,2,2288.94,588.3
2024-12-06,Monitor,Technology,North,4,4057.18,235.76
2023-07-03,Printer,Office Supplies,North,4,4603.02,776.58
2026-03-24,Monitor,Technology,North,10,3776.04,657.39
2025-09-09,Phone,Technology,North,2,3833.45,723.35
2023-07-14,Tablet,Technology,East,10,4432.12,394.0
2024-03-28,Laptop,Technology,East,8,3636.62,416.73
